soil_type,n_ratio,p_ratio,k_ratio,ph_level,avg_temp,avg_humidity,avg_rainfall,water_availability,irrigation_type,land_area,season,crop,age,education,annual_income,farming_experience,agro_climatic_zone,using_uzhavan_app,watch_agri_youtube,in_whatsapp_groups,adoption_level,technologies_used
Red,77,135,170,6.5,15.4,81.8,252.1,Low,Rainfed,1.3,Kharif,Millets,48,Higher Secondary,149887,6,Delta,0,1,1,Medium,"['Drip Irrigation', 'Mulching Sheets', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Weather Forecast Mobile App']"
Clay,59,101,179,9.1,34.1,79.5,60.6,Medium,Sprinkler,13.2,Rabi,Millets,33,Middle,232000,4,Coastal,0,0,1,Low,"['Farm Mechanization Tools', 'Drone Spraying']"
Alluvial,115,32,81,4.3,33.5,80.0,73.6,Medium,Canal,5.1,Kharif,Millets,27,Middle,378817,13,Delta,1,1,0,Medium,"['Mulching Sheets', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Drip Irrigation', 'Drone Spraying', 'Farm Mechanization Tools']"
Black,45,23,107,8.2,21.6,89.1,178.4,High,Sprinkler,11.0,Rabi,Sugarcane,54,Diploma,474057,21,Dry,0,1,0,Medium,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Drone Spraying', 'Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Red,118,119,177,4.9,17.3,39.2,179.8,High,Rainfed,12.0,Rabi,Millets,44,Middle,487891,43,Hilly,1,1,1,Medium,"['Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
Black,24,53,41,9.3,27.4,92.8,91.2,Low,Borewell,12.2,Kharif,Millets,72,Postgraduate,866931,4,Coastal,0,0,1,Medium,"['Uzhavan Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Drone Spraying']"
Red,84,85,61,7.7,19.7,92.6,105.4,High,Sprinkler,3.6,Kharif,Millets,50,High,552058,29,Delta,0,0,0,Medium,"['Mulching Sheets', 'Sprinkler Irrigation', 'Weather Forecast Mobile App']"
Black,56,54,168,6.0,29.7,28.2,246.4,Medium,Borewell,17.2,Kharif,Millets,73,No Formal,611649,16,Hilly,1,1,0,Medium,"['Weather Forecast Mobile App', 'Mulching Sheets', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse']"
Clay,40,78,180,3.5,35.0,63.8,192.2,High,Borewell,18.9,Rabi,Paddy,36,Diploma,899783,14,Coastal,1,0,0,High,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drone Spraying', 'Farm Mechanization Tools', 'Mulching Sheets', 'Uzhavan Mobile App']"
Sandy,94,21,26,8.1,17.9,83.6,271.3,Low,Borewell,19.5,Kharif,Millets,39,Postgraduate,283006,39,Delta,0,1,0,Medium,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Soil Moisture Sensor']"
Alluvial,24,85,192,9.0,20.2,80.5,136.6,High,Sprinkler,16.4,Kharif,Millets,64,No Formal,68176,40,Delta,0,1,0,Low,['Soil Testing Kit']
Clay,45,93,12,7.8,36.1,53.4,226.5,High,Drip,10.8,Rabi,Paddy,33,Primary,903649,30,Dry,1,0,0,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Uzhavan Mobile App']"
Red,20,25,196,9.2,33.3,35.3,57.4,High,Sprinkler,12.2,Kharif,Millets,55,Middle,820209,35,Dry,1,0,1,Medium,"['Mulching Sheets', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Drip Irrigation', 'Soil Moisture Sensor']"
Black,119,71,174,9.0,36.9,79.1,184.5,Medium,Canal,8.3,Rabi,Millets,46,Primary,653108,2,Delta,1,1,0,Medium,"['Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Mulching Sheets']"
Black,45,60,178,5.7,20.9,53.6,97.6,High,Rainfed,8.7,Kharif,Sugarcane,29,Higher Secondary,433579,46,Dry,0,1,0,Low,"['Drip Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse']"
Alluvial,86,22,160,6.7,31.1,23.2,99.0,Low,Rainfed,5.6,Kharif,Millets,32,Primary,222721,26,Coastal,0,0,0,Low,"['Uzhavan Mobile App', 'Mulching Sheets']"
Clay,42,39,26,9.5,34.5,37.9,123.7,High,Canal,3.0,Kharif,Paddy,42,Primary,459914,36,Hilly,1,0,1,Low,"['Uzhavan Mobile App', 'Drone Spraying', 'Farm Mechanization Tools', 'Soil Moisture Sensor']"
Alluvial,139,140,200,7.7,30.3,66.9,149.2,Low,Canal,8.6,Rabi,Millets,20,Postgraduate,251225,41,Delta,0,0,0,Low,"['Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Soil Testing Kit']"
Alluvial,89,136,96,8.5,39.8,79.7,281.0,Low,Canal,10.8,Rabi,Millets,23,No Formal,818592,47,Delta,0,0,1,Low,"['Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Sandy,139,107,140,7.7,15.3,42.6,149.8,High,Sprinkler,6.2,Kharif,Millets,45,Middle,708768,32,Dry,1,0,0,Medium,"['Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Weather Forecast Mobile App']"
Clay,16,50,7,5.7,17.4,39.9,37.8,High,Borewell,1.3,Kharif,Paddy,46,Higher Secondary,532409,24,Hilly,0,0,1,Medium,"['Uzhavan Mobile App', 'Drip Irrigation', 'Drone Spraying', 'Soil Moisture Sensor', 'Sprinkler Irrigation']"
Alluvial,39,60,61,6.3,22.7,77.5,32.8,Low,Canal,19.3,Rabi,Millets,54,Middle,245853,14,Hilly,1,1,0,Low,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Mulching Sheets']"
Alluvial,124,67,19,4.2,38.2,38.9,288.9,Low,Rainfed,9.7,Rabi,Millets,21,No Formal,438115,35,Dry,0,0,1,Low,"['Soil Moisture Sensor', 'Drip Irrigation', 'Drone Spraying']"
Red,119,133,102,4.3,39.1,76.6,298.5,High,Drip,7.9,Kharif,Millets,43,High,411960,34,Delta,0,0,0,Low,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse']"
Red,139,74,77,7.9,26.7,50.6,164.6,Medium,Sprinkler,17.3,Rabi,Millets,28,Higher Secondary,212472,4,Delta,1,1,0,Medium,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Soil Moisture Sensor']"
Clay,102,71,111,9.5,18.4,47.4,275.8,High,Rainfed,17.6,Rabi,Paddy,62,Diploma,330206,49,Dry,1,1,0,Medium,"['Uzhavan Mobile App', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets']"
Alluvial,93,107,9,7.8,30.1,94.7,258.0,Low,Borewell,9.1,Rabi,Millets,68,Higher Secondary,231476,32,Coastal,0,1,1,Medium,"['Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Soil Testing Kit', 'Drip Irrigation', 'Sprinkler Irrigation', 'Drone Spraying']"
Sandy,132,83,175,7.5,18.3,34.2,141.4,Medium,Drip,10.0,Rabi,Millets,74,Higher Secondary,721632,7,Delta,1,0,0,High,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Drone Spraying', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Drip Irrigation']"
Black,40,72,73,5.9,34.1,39.9,110.8,High,Borewell,9.2,Kharif,Sugarcane,47,Primary,928558,31,Delta,1,1,1,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Drip Irrigation', 'Mulching Sheets', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Soil Testing Kit']"
Black,36,128,27,8.0,23.6,60.3,264.0,High,Rainfed,12.5,Rabi,Sugarcane,39,No Formal,760447,44,Hilly,0,1,0,Low,"['Weather Forecast Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse']"
Black,53,36,195,5.0,20.2,23.9,23.1,High,Canal,1.9,Rabi,Sugarcane,56,Higher Secondary,755631,30,Dry,0,1,1,Medium,"['Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Drone Spraying', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Mulching Sheets']"
Sandy,77,76,143,3.6,29.3,64.8,258.2,Medium,Rainfed,5.8,Rabi,Millets,35,Degree,124914,12,Hilly,1,1,1,High,"['Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drip Irrigation', 'Mulching Sheets', 'Soil Moisture Sensor', 'Soil Testing Kit']"
Red,87,120,18,6.3,22.7,44.3,96.4,Low,Rainfed,9.2,Rabi,Millets,24,Higher Secondary,985577,38,Coastal,1,1,0,High,"['Weather Forecast Mobile App', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Drip Irrigation', 'Uzhavan Mobile App', 'Drone Spraying', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Mulching Sheets']"
Red,100,97,43,8.7,38.9,86.1,179.4,Low,Canal,6.5,Kharif,Millets,64,Primary,482326,24,Delta,1,0,1,Low,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Drip Irrigation']"
Alluvial,65,136,20,8.7,33.0,86.3,180.1,Medium,Rainfed,14.5,Rabi,Millets,72,Middle,825978,6,Hilly,0,1,0,Medium,"['Soil Moisture Sensor', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Drip Irrigation']"
Clay,69,58,49,7.8,35.9,40.1,69.0,Low,Canal,8.5,Kharif,Millets,19,Diploma,529233,8,Dry,1,1,1,High,"['Soil Moisture Sensor', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Mulching Sheets', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Drone Spraying']"
Clay,40,97,29,5.9,26.5,89.7,76.3,Low,Drip,7.8,Kharif,Millets,27,Degree,283422,4,Hilly,1,1,1,High,"['Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Mulching Sheets', 'Soil Testing Kit', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drip Irrigation', 'Sprinkler Irrigation']"
Black,52,19,118,4.7,31.8,21.8,273.2,Low,Rainfed,16.1,Kharif,Millets,36,High,734473,19,Hilly,1,1,1,High,"['Drip Irrigation', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Drone Spraying', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Farm Mechanization Tools']"
Alluvial,121,5,196,7.7,23.1,94.7,60.7,Medium,Rainfed,13.8,Kharif,Millets,45,Degree,799007,39,Hilly,0,1,1,High,"['Farm Mechanization Tools', 'Uzhavan Mobile App', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Testing Kit', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation']"
Red,6,68,34,8.3,30.4,42.4,148.0,High,Sprinkler,9.6,Kharif,Millets,49,Diploma,528346,41,Delta,0,1,0,Medium,"['Greenhouse / Polyhouse', 'Drip Irrigation', 'Drone Spraying', 'Soil Testing Kit', 'Farm Mechanization Tools', 'Soil Moisture Sensor', 'Sprinkler Irrigation']"
Sandy,94,11,59,5.2,21.1,38.2,88.9,Medium,Canal,4.9,Rabi,Millets,58,Degree,400525,16,Hilly,0,1,0,Low,"['Soil Testing Kit', 'Weather Forecast Mobile App', 'Drip Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets']"
Alluvial,114,57,84,5.1,23.5,71.7,195.1,Low,Borewell,5.4,Rabi,Millets,60,Degree,599474,34,Hilly,1,1,0,High,"['Soil Testing Kit', 'Sprinkler Irrigation', 'Mulching Sheets', 'Drone Spraying', 'Uzhavan Mobile App', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Farm Mechanization Tools']"
Clay,19,104,146,7.7,18.3,59.6,289.2,Low,Borewell,1.0,Kharif,Millets,73,High,658507,45,Delta,0,1,1,Medium,"['Sprinkler Irrigation', 'Drip Irrigation', 'Soil Moisture Sensor', 'Uzhavan Mobile App', 'Weather Forecast Mobile App']"
Sandy,124,35,105,5.6,37.8,60.9,82.9,Low,Sprinkler,10.6,Rabi,Millets,26,Postgraduate,650102,15,Hilly,0,0,1,Medium,"['Sprinkler Irrigation', 'Drone Spraying', 'Soil Testing Kit', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Sandy,47,42,188,8.1,32.0,50.2,203.5,Low,Borewell,3.7,Rabi,Millets,20,Higher Secondary,421447,24,Delta,1,1,0,Medium,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Farm Mechanization Tools', 'Drip Irrigation']"
Black,62,135,91,9.6,31.5,93.1,127.3,High,Canal,5.5,Kharif,Sugarcane,67,Degree,703770,22,Hilly,0,1,1,Medium,"['Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drip Irrigation']"
Red,103,97,74,9.8,26.5,51.1,232.6,Medium,Borewell,3.7,Rabi,Millets,73,Higher Secondary,731100,21,Coastal,1,1,1,High,"['Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Drip Irrigation', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drone Spraying', 'Soil Testing Kit', 'Soil Moisture Sensor']"
Sandy,84,144,160,5.8,32.5,87.8,136.2,Medium,Rainfed,3.6,Rabi,Millets,41,Postgraduate,67190,43,Hilly,1,1,1,Medium,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Drone Spraying', 'Uzhavan Mobile App', 'Drip Irrigation']"
Black,55,18,85,7.7,38.5,47.5,114.1,Low,Canal,7.6,Rabi,Millets,29,Middle,785191,42,Coastal,1,0,1,Medium,"['Drone Spraying', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Soil Moisture Sensor', 'Farm Mechanization Tools', 'Soil Testing Kit']"
Clay,80,114,55,4.8,32.2,59.3,66.2,High,Canal,15.6,Kharif,Paddy,54,Postgraduate,725065,44,Coastal,1,1,1,High,"['Drone Spraying', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Soil Testing Kit', 'Mulching Sheets', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools']"
Clay,131,140,193,4.8,18.0,76.6,100.5,Low,Drip,15.5,Rabi,Millets,38,Primary,696494,18,Hilly,1,1,0,Medium,"['Soil Moisture Sensor', 'Uzhavan Mobile App', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Sprinkler Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App']"
Sandy,7,76,40,7.1,31.8,39.0,46.2,High,Rainfed,18.7,Rabi,Millets,24,Higher Secondary,373692,17,Coastal,0,0,1,Medium,"['Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Soil Moisture Sensor']"
Alluvial,139,33,168,9.8,17.6,21.4,262.8,High,Borewell,2.0,Kharif,Millets,22,Higher Secondary,992729,1,Dry,1,1,0,High,"['Farm Mechanization Tools', 'Greenhouse / Polyhouse', 'Drip Irrigation', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Drone Spraying']"
Clay,23,45,5,9.6,28.7,71.1,68.6,High,Drip,11.2,Rabi,Paddy,32,Postgraduate,645138,5,Hilly,0,1,0,Medium,"['Mulching Sheets', 'Drone Spraying', 'Soil Moisture Sensor', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation']"
Red,102,27,156,9.2,19.9,75.8,20.5,High,Sprinkler,2.7,Rabi,Millets,68,Middle,664816,6,Coastal,0,1,1,Medium,"['Farm Mechanization Tools', 'Drone Spraying', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Soil Moisture Sensor']"
Red,102,62,81,8.8,24.4,82.3,128.0,High,Canal,12.5,Rabi,Millets,64,Primary,802453,6,Delta,1,0,0,Medium,"['Drip Irrigation', 'Uzhavan Mobile App', 'Soil Testing Kit', 'Sprinkler Irrigation']"
Alluvial,38,134,136,8.9,16.6,72.8,36.2,High,Rainfed,5.4,Kharif,Millets,63,Higher Secondary,548517,5,Dry,0,1,1,Medium,"['Soil Testing Kit', 'Drip Irrigation', 'Drone Spraying', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Alluvial,97,72,82,7.4,24.2,86.4,291.6,High,Rainfed,3.7,Rabi,Millets,73,Primary,964355,8,Dry,0,1,1,Medium,"['Drip Irrigation', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Uzhavan Mobile App']"
Sandy,64,52,152,6.3,24.0,41.2,39.2,Medium,Borewell,14.8,Kharif,Millets,30,Higher Secondary,713896,48,Delta,0,1,0,Medium,"['Mulching Sheets', 'Weather Forecast Mobile App', 'Sprinkler Irrigation', 'Drip Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Clay,112,107,84,8.8,15.5,45.0,31.8,High,Canal,1.6,Kharif,Paddy,40,No Formal,255461,10,Delta,0,1,0,Low,"['Sprinkler Irrigation', 'Soil Testing Kit']"
Red,72,133,190,9.3,28.7,51.9,241.0,Medium,Borewell,3.7,Rabi,Millets,28,Diploma,453648,14,Dry,0,1,0,Medium,"['Drip Irrigation', 'Soil Moisture Sensor', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation']"
Sandy,2,91,53,6.9,25.2,75.3,89.4,Medium,Sprinkler,16.7,Kharif,Millets,26,Middle,994215,49,Delta,0,1,0,Medium,"['Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drone Spraying', 'Sprinkler Irrigation']"
Clay,120,5,22,5.8,36.8,21.0,47.8,High,Rainfed,16.9,Kharif,Paddy,54,High,921840,21,Dry,0,0,0,Low,"['Drone Spraying', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Drip Irrigation']"
Alluvial,139,31,18,7.8,35.5,79.7,193.7,Low,Canal,11.1,Kharif,Millets,62,Diploma,212828,26,Delta,0,1,1,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Alluvial,23,16,128,7.5,36.7,49.9,44.5,Medium,Sprinkler,3.9,Rabi,Millets,29,No Formal,522453,10,Hilly,0,1,0,Low,"['Weather Forecast Mobile App', 'Soil Testing Kit', 'Greenhouse / Polyhouse']"
Black,11,30,141,7.7,36.4,73.5,40.9,High,Drip,3.4,Kharif,Sugarcane,27,Higher Secondary,268856,3,Coastal,1,0,1,Medium,"['Farm Mechanization Tools', 'Weather Forecast Mobile App', 'Soil Moisture Sensor', 'Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App']"
Sandy,138,37,133,5.6,16.2,69.8,291.3,Medium,Rainfed,14.0,Kharif,Millets,28,Primary,457682,41,Hilly,0,1,0,Low,"['Mulching Sheets', 'Uzhavan Mobile App']"
Alluvial,81,67,65,7.1,36.2,92.2,247.3,Medium,Sprinkler,3.1,Rabi,Millets,25,Postgraduate,218643,47,Delta,1,0,1,Medium,"['Sprinkler Irrigation', 'Greenhouse / Polyhouse', 'Soil Testing Kit', 'Soil Moisture Sensor', 'Mulching Sheets']"
Red,108,82,111,4.5,17.6,29.9,58.9,High,Borewell,16.7,Kharif,Millets,74,Higher Secondary,428958,21,Dry,0,1,0,Medium,"['Weather Forecast Mobile App', 'Soil Testing Kit', 'Farm Mechanization Tools']"
Red,59,57,189,4.0,28.9,49.7,104.7,Low,Canal,2.0,Kharif,Millets,53,High,843179,5,Coastal,0,1,1,Medium,"['Soil Testing Kit', 'Drip Irrigation', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Drone Spraying']"
Red,32,103,174,9.3,28.5,76.7,193.4,High,Drip,15.5,Kharif,Millets,25,Postgraduate,57431,42,Dry,0,1,0,Medium,"['Sprinkler Irrigation', 'Mulching Sheets', 'Weather Forecast Mobile App', 'Uzhavan Mobile App']"
Sandy,50,43,8,3.7,32.0,51.9,167.2,Medium,Borewell,6.0,Kharif,Millets,29,High,226967,2,Dry,0,1,0,Medium,"['Drone Spraying', 'Farm Mechanization Tools', 'Mulching Sheets', 'Sprinkler Irrigation']"
Sandy,105,51,163,7.6,30.0,67.6,54.7,Low,Canal,19.4,Rabi,Millets,64,Higher Secondary,432838,42,Hilly,0,0,1,Medium,"['Drone Spraying', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Mulching Sheets']"
Alluvial,22,91,19,7.4,36.3,54.4,168.5,High,Sprinkler,11.1,Kharif,Millets,18,Diploma,999813,2,Delta,0,1,0,Medium,"['Greenhouse / Polyhouse', 'Drone Spraying', 'Drip Irrigation', 'Sprinkler Irrigation', 'Soil Moisture Sensor']"
Alluvial,7,30,158,4.3,36.0,20.1,256.0,Medium,Rainfed,19.4,Kharif,Millets,56,Higher Secondary,263092,20,Dry,0,1,1,Medium,"['Soil Moisture Sensor', 'Drip Irrigation', 'Mulching Sheets', 'Sprinkler Irrigation', 'Farm Mechanization Tools', 'Soil Testing Kit']"
Clay,63,126,195,8.2,34.0,56.6,202.6,Low,Drip,8.5,Kharif,Millets,22,Primary,835044,43,Coastal,1,1,0,Medium,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Drone Spraying', 'Weather Forecast Mobile App', 'Uzhavan Mobile App']"
Sandy,74,128,34,6.1,32.4,43.5,227.3,High,Borewell,9.1,Rabi,Millets,26,Middle,825577,8,Coastal,0,1,1,Medium,"['Weather Forecast Mobile App', 'Soil Testing Kit', 'Drone Spraying', 'Mulching Sheets', 'Soil Moisture Sensor']"
Sandy,8,119,87,6.3,34.2,41.9,224.2,Low,Drip,6.5,Rabi,Millets,45,High,888559,29,Dry,0,1,0,Medium,"['Soil Moisture Sensor', 'Drone Spraying', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit']"
Clay,85,32,16,9.2,16.0,27.3,247.8,High,Borewell,12.0,Kharif,Paddy,18,Higher Secondary,709011,35,Coastal,0,1,0,Medium,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Mulching Sheets', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Soil Testing Kit']"
Red,96,41,154,9.7,15.5,68.6,119.6,High,Borewell,2.9,Kharif,Millets,35,No Formal,191957,13,Coastal,1,1,1,Low,"['Uzhavan Mobile App', 'Soil Testing Kit', 'Weather Forecast Mobile App', 'Mulching Sheets', 'Greenhouse / Polyhouse']"
Sandy,105,100,168,6.8,15.1,70.0,49.6,Medium,Rainfed,12.7,Rabi,Millets,61,Postgraduate,53573,33,Coastal,0,0,0,Medium,"['Drip Irrigation', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Soil Moisture Sensor', 'Weather Forecast Mobile App']"
Alluvial,50,78,44,7.8,33.5,62.9,68.3,Medium,Borewell,16.6,Rabi,Millets,50,Postgraduate,656889,38,Delta,0,1,1,High,"['Sprinkler Irrigation', 'Drone Spraying', 'Farm Mechanization Tools', 'Soil Testing Kit', 'Drip Irrigation', 'Soil Moisture Sensor', 'Mulching Sheets', 'Uzhavan Mobile App', 'Weather Forecast Mobile App']"
Red,60,63,70,6.9,18.5,85.8,38.7,Low,Drip,2.5,Kharif,Millets,30,Primary,335847,46,Coastal,0,1,0,Low,['Drone Spraying']
Sandy,93,92,135,5.3,35.7,28.8,251.8,Medium,Sprinkler,11.8,Kharif,Millets,39,High,316368,1,Delta,1,0,0,Medium,"['Soil Moisture Sensor', 'Drip Irrigation', 'Weather Forecast Mobile App']"
Clay,33,5,173,9.2,19.6,79.4,164.3,Low,Drip,10.5,Rabi,Millets,52,Postgraduate,596232,5,Delta,0,0,0,Medium,"['Drip Irrigation', 'Sprinkler Irrigation', 'Uzhavan Mobile App', 'Greenhouse / Polyhouse', 'Soil Testing Kit']"
Sandy,63,65,126,9.2,19.1,23.2,207.6,Medium,Sprinkler,1.7,Rabi,Millets,39,No Formal,465922,7,Delta,1,0,1,Low,"['Sprinkler Irrigation', 'Farm Mechanization Tools', 'Greenhouse / Polyhouse']"
Clay,94,12,117,8.4,31.4,47.4,239.7,Low,Sprinkler,3.9,Kharif,Millets,18,Diploma,633176,8,Hilly,1,0,1,Medium,"['Drone Spraying', 'Greenhouse / Polyhouse', 'Weather Forecast Mobile App', 'Uzhavan Mobile App', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Farm Mechanization Tools']"
Sandy,104,98,119,4.2,39.4,90.1,111.1,Low,Borewell,13.6,Kharif,Millets,35,Postgraduate,350721,34,Dry,0,0,0,Low,"['Greenhouse / Polyhouse', 'Farm Mechanization Tools', 'Mulching Sheets']"
Red,85,127,163,6.1,39.1,36.9,226.9,Medium,Sprinkler,8.9,Kharif,Millets,31,Diploma,173178,23,Hilly,0,0,1,Medium,"['Uzhavan Mobile App', 'Drone Spraying', 'Weather Forecast Mobile App', 'Farm Mechanization Tools']"
Clay,53,83,11,9.7,17.6,67.4,272.4,High,Canal,13.9,Rabi,Paddy,34,Higher Secondary,756982,4,Hilly,0,1,0,Medium,"['Soil Moisture Sensor', 'Farm Mechanization Tools', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Uzhavan Mobile App']"
Sandy,91,77,7,9.5,32.4,29.7,85.6,Medium,Drip,2.0,Kharif,Millets,40,Postgraduate,765183,23,Dry,0,0,0,Medium,"['Soil Testing Kit', 'Farm Mechanization Tools', 'Uzhavan Mobile App', 'Drip Irrigation']"
Sandy,92,122,23,5.6,27.9,20.0,58.3,Medium,Sprinkler,10.3,Rabi,Millets,26,Higher Secondary,636063,9,Delta,0,1,1,Medium,"['Soil Testing Kit', 'Drone Spraying', 'Greenhouse / Polyhouse', 'Uzhavan Mobile App', 'Soil Moisture Sensor', 'Farm Mechanization Tools']"
Sandy,110,88,5,7.8,28.2,92.0,57.4,High,Canal,5.3,Kharif,Millets,60,High,383661,14,Delta,0,1,0,Medium,"['Drip Irrigation', 'Greenhouse / Polyhouse', 'Sprinkler Irrigation', 'Weather Forecast Mobile App', 'Drone Spraying']"
Black,84,76,106,3.6,19.4,54.4,88.8,Medium,Drip,9.5,Kharif,Millets,60,Diploma,318928,10,Dry,0,1,1,Medium,"['Soil Moisture Sensor', 'Mulching Sheets', 'Sprinkler Irrigation', 'Soil Testing Kit', 'Drone Spraying', 'Weather Forecast Mobile App']"
Alluvial,75,50,80,5.5,27.1,61.3,29.0,High,Sprinkler,13.6,Rabi,Millets,23,Degree,53444,14,Delta,0,0,1,Medium,"['Uzhavan Mobile App', 'Soil Moisture Sensor', 'Weather Forecast Mobile App', 'Drone Spraying', 'Drip Irrigation', 'Sprinkler Irrigation']"
